1112,788
1113,306
1114,790
1116,308
1117,1009
1115,1152
1118,1076
1119,1077
1122,310
1123,1218
1124,312
1125,1078
1126,1010
1127,1079
1130,314
1131,1011
1132,316
1133,318
1134,1219
1135,1080
1136,320
1138,322
1143,324
1144,326
1146,628
1147,1153
1149,327
1150,794
1153,329
1154,331
1155,630
1156,333
1158,335
1159,337
1160,339
1164,341
1165,796
1168,343
1169,798
1170,632
1176,1012
1181,802
1172,800
1183,345
1185,1081
1188,1013
1189,1154
2199,347
1190,348
1191,349
1192,351
1193,353
1194,355
1201,1155
1202,357
1203,359
1204,1220
1205,361
1206,363
1207,634
1208,1156
1213,365
1214,1157
1215,804
1216,367
1218,369
1219,636
1221,806
1222,1014
1230,1158
1231,1082
1232,371
1233,373
1235,375
2315,375
1236,377
1237,1083
1238,379
1239,380
1242,386
1243,388
1244,390
1245,392
1246,394
1249,396
1250,398
1251,400
1252,402
1253,404
1256,1206
1259,406
1260,408
1381,1159
1382,1015
1383,410
1388,808
1391,638
1395,412
1396,414
1398,416
1399,1160
1400,418
1401,420
1403,1084
1404,422
1405,424
1406,1016
1407,641
1409,809
1410,426
1411,428
1412,430
1413,642
1415,644
1416,1017
1421,646
1423,432
1424,811
1425,813
1426,434
1427,436
1435,1085
1437,1161
1443,438
1444,440
1446,442
1445,1162
1447,443
1448,445
1449,648
1450,1086
2207,648
1451,1087
1453,447
1454,449
1455,1018
1458,451
1460,1163
1466,453
1468,455
1479,457
1481,815
1469,1088
1473,459
1478,461
1486,1089
1482,1221
1487,1164
1490,1019
1493,1165
1495,1090
1513,1207
1515,1020
1516,1166
1528,1021
1530,462
1531,464
2213,646
1536,466
1535,817
1537,468
1538,470
1539,472
1540,474
1542,476
1544,819
1546,478
1547,480
1548,482
1549,484
1554,485
1555,1091
1556,1092
1563,487
1579,488
1580,821
1584,489
1615,1208
1619,1022
1623,823
1630,1167
1640,1023
1645,1093
1649,491
1652,493
1662,1168
1664,1024
1676,495
1683,497
1690,1025
1702,1169
2285,1169
2010,826
2011,1094
2012,1095
2060,498
1712,1170
1726,827
1727,1171
1728,1172
2245,1172
1716,1209
1718,502
1730,1173
1720,1174
1801,504
1721,1175
1722,1176
1808,650
1809,652
1813,654
1723,1096
1814,1177
1815,656
1725,1210
1818,657
1819,1178
1820,659
1821,506
1822,661
1825,663
1824,665
1826,667
1827,507
1830,829
1831,831
1832,669
1835,1179
1836,509
1837,1026
1841,833
1847,1180
1849,835
1852,837
1853,671
1854,673
1855,675
1856,1181
1857,1182
1858,1183
1859,1184
1862,1185
1863,1186
1864,677
1867,510
1868,1187
1873,1027
1874,1188
1877,679
1879,839
1880,681
1883,512
1884,513
1885,514
1887,1189
1891,1028
1892,515
1893,683
1894,1029
1896,516
1897,517
1898,518
1899,519
1901,521
1902,1190
1904,522
1905,523
1907,524
1909,525
1910,841
1911,526
1912,527
1913,528
1914,529
1915,530
1916,531
1917,532
1918,533
1919,534
1920,535
1923,1191
1925,536
1928,537
1929,538
1930,539
1931,1192
1932,540
1933,1193
1934,1212
1936,685
1937,687
1938,689
1941,691
1946,1216
1947,1194
1948,843
1952,1030
1954,1097
1955,1195
2314,1195
1956,1031
1959,1196
1960,1032
1961,542
1962,1197
1963,1198
1964,693
1965,1033
1966,695
1967,845
1969,4486
1970,847
1971,543
1972,544
1978,1199
1979,697
1981,1098
1982,848
1983,546
1984,1099
1985,548
1987,1100
1988,1213
1994,699
2001,701
2002,702
2005,1200
2215,1200
2006,1034
2000,849
